zone_id,hour,day_of_week,weather,special_event,passenger_demand
Z3,11,Thu,Clear,0,119
Z4,18,Sat,Clear,0,103
Z4,18,Sat,Clear,0,80
Z1,12,Sun,Rainy,1,152
Z3,6,Wed,Rainy,0,126
Z3,14,Tue,Cloudy,0,119
Z3,22,Tue,Clear,0,113
Z5,6,Tue,Clear,0,84
Z2,7,Fri,Cloudy,0,132
Z5,4,Mon,Clear,0,72
Z2,20,Fri,Rainy,0,97
Z3,13,Thu,Cloudy,0,106
Z3,3,Sat,Clear,0,155
Z5,22,Sat,Rainy,0,101
Z5,9,Mon,Rainy,1,199
Z2,19,Thu,Clear,0,119
Z4,14,Mon,Clear,0,31
Z2,17,Sat,Clear,0,147
Z5,19,Sun,Clear,0,127
Z5,12,Fri,Clear,0,75
Z1,7,Tue,Clear,1,157
Z5,8,Sat,Rainy,0,134
Z1,15,Wed,Clear,0,41
Z4,18,Tue,Clear,0,69
Z2,15,Sat,Cloudy,0,81
Z2,6,Fri,Clear,0,55
Z1,13,Mon,Rainy,0,76
Z2,13,Sun,Clear,0,71
Z5,3,Sun,Clear,0,74
Z3,14,Tue,Clear,0,94
Z1,2,Fri,Cloudy,0,43
Z2,4,Sun,Clear,0,88
Z1,0,Sun,Cloudy,0,64
Z1,2,Thu,Clear,0,19
Z3,14,Wed,Clear,0,107
Z5,23,Tue,Clear,1,126
Z1,7,Mon,Rainy,0,85
Z2,3,Sun,Rainy,0,126
Z4,1,Thu,Clear,0,44
Z1,23,Fri,Clear,0,20
Z1,23,Sun,Clear,0,84
Z3,9,Wed,Clear,0,132
Z5,3,Mon,Clear,0,51
Z4,2,Fri,Rainy,0,42
Z2,1,Fri,Rainy,0,96
Z4,16,Tue,Clear,0,60
Z2,22,Sun,Clear,0,67
Z5,20,Tue,Rainy,0,54
Z2,23,Mon,Cloudy,0,84
Z3,19,Sun,Clear,0,179
Z3,22,Sat,Clear,0,131
Z3,12,Sun,Clear,0,139
Z3,4,Sat,Clear,0,113
Z4,20,Fri,Clear,0,16
Z5,8,Tue,Clear,0,92
Z2,21,Wed,Cloudy,0,106
Z2,5,Sun,Clear,1,178
Z3,4,Wed,Clear,0,119
Z3,9,Sun,Clear,0,144
Z1,7,Fri,Cloudy,0,86
Z5,6,Tue,Rainy,0,67
Z4,6,Mon,Clear,0,57
Z2,5,Mon,Clear,0,55
Z1,20,Mon,Rainy,1,133
Z1,19,Sun,Clear,0,78
Z2,2,Sun,Clear,0,91
Z4,18,Wed,Clear,0,71
Z1,21,Tue,Clear,1,143
Z1,14,Sun,Clear,0,72
Z5,3,Tue,Rainy,0,73
Z4,11,Wed,Cloudy,0,53
Z1,5,Sun,Clear,0,41
Z4,18,Mon,Rainy,0,84
Z2,3,Mon,Clear,0,72
Z3,14,Fri,Clear,0,93
Z1,8,Sat,Clear,0,106
Z5,4,Thu,Cloudy,0,104
Z2,12,Sat,Clear,0,86
Z4,22,Sun,Clear,0,40
Z2,17,Tue,Cloudy,1,198
Z1,4,Sun,Cloudy,0,62
Z4,15,Tue,Cloudy,0,44
Z3,18,Tue,Clear,0,130
Z2,13,Sat,Clear,0,95
Z1,15,Thu,Clear,0,69
Z5,14,Fri,Clear,0,30
Z4,21,Sat,Rainy,0,57
Z2,3,Thu,Clear,0,63
Z2,6,Mon,Clear,0,78
Z3,15,Mon,Cloudy,0,133
Z3,23,Tue,Clear,0,122
Z5,21,Wed,Clear,0,35
Z5,20,Sun,Cloudy,1,160
Z1,21,Sun,Rainy,0,71
Z1,20,Tue,Cloudy,0,49
Z5,7,Wed,Clear,0,90
Z5,16,Thu,Clear,0,39
Z4,15,Mon,Cloudy,0,33
Z3,22,Sun,Clear,0,139
Z1,9,Sat,Clear,0,81
Z3,9,Wed,Rainy,0,162
Z3,1,Thu,Clear,0,135
Z5,8,Mon,Cloudy,0,130
Z4,16,Sat,Clear,0,18
Z2,10,Wed,Clear,0,72
Z4,9,Tue,Clear,0,104
Z4,21,Tue,Cloudy,0,47
Z3,16,Tue,Clear,0,110
Z4,3,Sun,Clear,0,70
Z1,15,Thu,Cloudy,0,53
Z3,19,Tue,Cloudy,0,171
Z1,14,Sun,Rainy,0,82
Z2,20,Fri,Clear,0,73
Z3,4,Sun,Clear,0,136
Z2,5,Mon,Rainy,0,108
Z3,16,Sun,Cloudy,0,134
Z5,0,Thu,Clear,0,53
Z4,18,Sat,Clear,0,61
Z5,3,Sun,Cloudy,0,84
Z2,16,Tue,Clear,0,84
Z4,8,Mon,Cloudy,0,77
Z3,23,Wed,Clear,0,95
Z4,1,Tue,Clear,0,1
Z1,7,Mon,Cloudy,1,158
Z4,14,Fri,Clear,1,124
Z1,6,Wed,Clear,0,33
Z4,5,Fri,Clear,0,8
Z1,0,Sat,Clear,0,51
Z2,14,Mon,Cloudy,0,85
Z5,22,Fri,Cloudy,0,89
Z3,6,Sat,Cloudy,1,216
Z4,16,Mon,Clear,0,46
Z5,1,Mon,Clear,0,74
Z3,8,Fri,Clear,0,122
Z3,8,Mon,Rainy,0,184
Z1,12,Tue,Cloudy,1,134
Z2,5,Mon,Cloudy,0,62
Z2,5,Thu,Clear,0,96
Z5,19,Sat,Clear,0,118
Z2,19,Mon,Clear,0,81
Z4,20,Thu,Clear,0,19
Z2,2,Mon,Clear,0,56
Z5,16,Mon,Rainy,0,75
Z2,16,Fri,Clear,0,63
Z4,11,Tue,Clear,0,26
Z1,15,Sat,Clear,0,56
Z5,14,Tue,Rainy,0,84
Z1,12,Wed,Clear,0,49
Z1,22,Fri,Cloudy,0,39
Z1,0,Fri,Rainy,1,163
Z3,16,Tue,Clear,0,92
Z3,2,Sun,Cloudy,0,149
Z1,14,Fri,Clear,0,65
Z5,3,Tue,Clear,0,57
Z4,3,Fri,Cloudy,0,43
Z4,17,Mon,Cloudy,0,65
Z2,16,Tue,Clear,0,62
Z5,18,Tue,Clear,0,124
Z3,10,Thu,Clear,0,121
Z1,19,Fri,Clear,0,86
Z2,2,Fri,Clear,0,41
Z4,7,Tue,Clear,0,49
Z3,13,Mon,Clear,0,136
Z3,0,Mon,Cloudy,0,126
Z1,13,Sat,Clear,1,148
Z4,1,Mon,Clear,0,33
Z5,22,Fri,Clear,0,51
Z3,3,Sun,Rainy,0,160
Z1,23,Thu,Clear,0,17
Z5,18,Tue,Clear,0,76
Z4,5,Wed,Clear,0,19
Z3,0,Thu,Cloudy,0,123
Z5,16,Sun,Clear,0,56
Z5,7,Wed,Cloudy,0,102
Z5,18,Thu,Rainy,1,190
Z3,20,Mon,Cloudy,0,107
Z3,0,Fri,Cloudy,0,139
Z2,4,Sun,Clear,0,91
Z4,15,Wed,Clear,1,96
Z1,5,Sun,Rainy,0,88
Z5,7,Thu,Clear,0,68
Z2,12,Fri,Clear,0,76
Z1,15,Sun,Cloudy,0,87
Z2,2,Wed,Clear,1,160
Z3,18,Tue,Clear,0,182
Z5,11,Thu,Clear,0,31
Z1,15,Tue,Clear,0,42
Z1,10,Mon,Cloudy,0,30
Z1,9,Tue,Clear,0,67
Z1,19,Tue,Clear,0,80
Z1,3,Sat,Clear,0,94
Z2,11,Thu,Cloudy,0,79
Z5,22,Mon,Cloudy,1,149
Z3,1,Tue,Clear,0,125
Z3,23,Fri,Cloudy,0,119
Z3,21,Wed,Clear,0,137
Z3,18,Tue,Rainy,0,185
Z2,4,Mon,Clear,0,82
Z4,7,Tue,Cloudy,0,42
Z5,6,Wed,Clear,0,90
Z1,13,Mon,Clear,0,30
Z4,23,Thu,Clear,1,110
Z3,22,Mon,Rainy,0,125
Z4,2,Thu,Clear,0,15
Z5,17,Mon,Rainy,1,187
Z1,15,Sun,Clear,0,62
Z1,22,Wed,Clear,0,10
Z5,18,Wed,Clear,0,96
Z5,18,Mon,Cloudy,0,126
Z3,17,Sun,Clear,0,179
Z1,19,Tue,Rainy,0,111
Z4,15,Wed,Rainy,0,42
Z2,7,Thu,Rainy,0,101
Z2,0,Thu,Clear,0,86
Z5,16,Fri,Cloudy,0,63
Z3,11,Sat,Cloudy,0,139
Z2,20,Sun,Clear,0,87
Z1,10,Sat,Cloudy,0,80
Z5,4,Sat,Clear,0,108
Z4,11,Thu,Clear,0,52
Z5,16,Fri,Clear,0,25
Z4,5,Sat,Clear,0,45
Z5,0,Sat,Clear,1,140
Z5,4,Mon,Clear,0,74
Z5,13,Mon,Cloudy,0,70
Z4,4,Mon,Clear,0,39
Z4,21,Tue,Clear,1,104
Z5,23,Sat,Clear,0,64
Z2,0,Tue,Clear,0,57
Z3,17,Fri,Cloudy,0,137
Z3,15,Sun,Clear,0,111
Z3,8,Thu,Cloudy,1,208
Z4,18,Sat,Clear,0,74
Z4,21,Thu,Cloudy,0,24
Z2,4,Sun,Clear,0,96
Z3,1,Mon,Clear,0,115
Z3,14,Sat,Cloudy,0,146
Z5,6,Wed,Clear,0,78
Z4,3,Tue,Cloudy,0,39
Z3,0,Tue,Cloudy,0,108
Z2,12,Sat,Clear,0,123
Z2,19,Sun,Clear,0,144
Z3,21,Mon,Clear,0,112
Z4,6,Tue,Rainy,0,56
Z2,14,Mon,Cloudy,0,84
Z5,22,Fri,Clear,0,57
Z2,13,Thu,Clear,0,72
Z1,22,Sun,Clear,0,67
Z1,18,Wed,Cloudy,0,79
Z4,21,Thu,Clear,0,5
Z3,23,Thu,Clear,0,79
Z4,19,Fri,Rainy,0,108
Z4,23,Tue,Clear,1,86
Z4,17,Wed,Clear,0,77
Z4,9,Tue,Rainy,1,148
Z5,8,Sat,Cloudy,0,103
Z5,7,Thu,Clear,0,79
Z2,9,Sat,Clear,0,123
Z1,16,Mon,Clear,0,21
Z4,1,Thu,Clear,0,21
Z2,5,Tue,Rainy,0,95
Z1,4,Thu,Clear,0,22
Z3,8,Mon,Cloudy,0,171
Z5,4,Fri,Rainy,0,59
Z1,17,Sat,Clear,0,97
Z3,19,Sat,Clear,0,189
Z1,8,Tue,Clear,0,50
Z5,16,Thu,Rainy,0,83
Z5,16,Tue,Cloudy,0,72
Z2,11,Fri,Clear,0,58
Z4,6,Thu,Cloudy,0,39
Z1,2,Thu,Clear,0,48
Z1,9,Tue,Rainy,0,88
Z3,1,Tue,Clear,0,121
Z5,2,Mon,Clear,0,66
Z1,15,Sun,Rainy,0,76
Z5,1,Sun,Clear,0,97
Z1,23,Fri,Clear,0,29
Z2,9,Sun,Clear,0,133
Z4,5,Mon,Clear,0,19
Z1,21,Sat,Clear,0,55
Z5,10,Thu,Rainy,0,83
Z2,22,Tue,Clear,1,155
Z1,6,Thu,Clear,0,4
Z3,14,Thu,Cloudy,0,127
Z4,5,Wed,Clear,0,28
Z1,19,Sat,Clear,0,104
Z2,8,Wed,Cloudy,0,118
Z3,21,Sun,Rainy,0,161
Z2,19,Thu,Cloudy,0,90
Z2,11,Tue,Cloudy,0,64
Z3,18,Thu,Clear,0,155
Z2,19,Sat,Rainy,0,158
Z3,2,Wed,Clear,0,98
Z1,14,Tue,Cloudy,1,141
Z3,1,Thu,Clear,0,106
Z3,20,Fri,Rainy,0,148
Z4,1,Sat,Cloudy,0,78
Z3,21,Sat,Cloudy,0,144
Z3,2,Fri,Clear,0,118
Z1,5,Thu,Clear,0,31
Z4,14,Sat,Cloudy,0,73
Z5,9,Tue,Cloudy,0,103
Z1,8,Thu,Clear,0,66
Z1,0,Thu,Rainy,0,47
Z5,15,Wed,Rainy,0,78
Z3,5,Sat,Clear,0,113
Z2,8,Sat,Cloudy,0,141
Z4,3,Fri,Clear,0,48
Z2,1,Wed,Clear,0,84
Z5,3,Sun,Clear,1,197
Z1,0,Wed,Clear,0,33
Z1,18,Sat,Cloudy,0,119
Z4,9,Thu,Clear,0,42
Z1,20,Wed,Cloudy,0,47
Z1,14,Fri,Cloudy,0,28
Z4,21,Wed,Cloudy,1,129
Z4,18,Fri,Clear,0,65
Z5,15,Sun,Rainy,0,74
Z1,20,Wed,Clear,0,30
Z1,23,Fri,Clear,0,67
Z5,21,Wed,Clear,0,66
Z3,3,Sun,Clear,0,142
Z3,1,Wed,Rainy,0,137
Z3,12,Tue,Clear,0,107
Z5,0,Fri,Cloudy,0,70
Z1,16,Sun,Clear,0,64
Z5,12,Fri,Clear,0,44
Z5,3,Fri,Rainy,0,96
Z3,6,Mon,Cloudy,0,137
Z2,16,Sun,Clear,0,87
Z1,8,Wed,Clear,0,62
Z3,3,Fri,Clear,0,99
Z2,18,Sat,Clear,0,156
Z2,0,Mon,Cloudy,0,73
Z4,9,Tue,Cloudy,0,80
Z1,3,Fri,Clear,0,37
Z2,8,Fri,Rainy,0,121
Z3,12,Mon,Clear,0,99
Z4,13,Wed,Clear,0,15
Z1,9,Sat,Clear,0,101
Z5,5,Tue,Cloudy,0,55
Z3,15,Fri,Clear,0,117
Z2,5,Wed,Clear,0,71
Z2,16,Sun,Clear,0,101
Z3,9,Sat,Clear,0,151
Z2,17,Sun,Cloudy,0,156
Z4,21,Sat,Clear,1,128
Z1,17,Tue,Clear,0,119
Z4,2,Thu,Cloudy,0,16
Z2,19,Sat,Rainy,0,191
Z5,20,Thu,Rainy,0,83
Z1,14,Sun,Clear,0,63
Z1,14,Sat,Clear,0,51
Z3,3,Tue,Clear,0,86
Z3,8,Mon,Clear,0,132
Z5,18,Tue,Rainy,0,120
Z1,23,Tue,Clear,0,43
Z5,16,Mon,Clear,0,77
Z3,10,Mon,Clear,0,113
Z3,8,Wed,Clear,0,143
Z1,9,Sat,Cloudy,0,106
Z4,17,Sun,Clear,1,144
Z2,19,Wed,Clear,0,85
Z3,12,Mon,Clear,0,88
Z3,7,Thu,Clear,0,134
Z4,6,Sun,Clear,1,102
Z4,16,Thu,Cloudy,0,30
Z5,20,Tue,Clear,0,39
Z5,22,Fri,Cloudy,0,77
Z2,14,Tue,Rainy,0,102
Z2,19,Tue,Rainy,0,130
Z1,14,Fri,Rainy,0,37
Z5,0,Sat,Clear,0,76
Z3,13,Mon,Clear,1,195
Z5,4,Thu,Clear,0,72
Z3,10,Tue,Rainy,0,161
Z4,15,Fri,Rainy,0,72
Z5,1,Wed,Rainy,0,87
Z4,7,Tue,Clear,0,56
Z2,10,Thu,Rainy,0,84
Z2,17,Mon,Clear,0,130
Z1,2,Tue,Clear,0,42
Z5,0,Tue,Clear,0,69
Z4,10,Sat,Clear,0,41
Z3,15,Fri,Clear,0,91
Z2,17,Wed,Clear,0,104
Z2,15,Wed,Clear,0,65
Z3,22,Sun,Cloudy,0,143
Z4,9,Mon,Rainy,0,74
Z4,17,Sun,Cloudy,0,100
Z5,5,Thu,Clear,0,78
Z5,18,Mon,Cloudy,0,85
Z1,3,Tue,Rainy,0,33
Z2,12,Tue,Clear,0,89
Z5,23,Wed,Clear,0,38
Z4,13,Thu,Clear,0,24
Z3,2,Fri,Clear,1,199
Z4,9,Thu,Cloudy,0,69
Z2,5,Tue,Rainy,0,94
Z4,0,Fri,Clear,1,111
Z1,22,Thu,Cloudy,0,88
Z2,23,Thu,Rainy,0,122
Z3,13,Fri,Rainy,0,125
Z1,7,Tue,Clear,0,86
Z2,18,Thu,Rainy,0,143
Z3,13,Fri,Clear,1,190
Z1,9,Sat,Clear,0,76
Z1,16,Sat,Clear,0,67
Z2,8,Tue,Clear,0,95
Z5,5,Fri,Cloudy,0,64
Z1,10,Sat,Clear,0,48
Z1,6,Fri,Clear,0,55
Z3,16,Thu,Clear,0,98
Z4,0,Tue,Cloudy,0,29
Z2,21,Sat,Clear,1,182
Z2,4,Sun,Cloudy,0,98
Z5,8,Thu,Clear,0,88
Z5,17,Sun,Clear,0,135
Z2,23,Sun,Clear,0,110
Z5,20,Mon,Clear,0,28
Z3,1,Mon,Clear,0,108
Z2,10,Tue,Clear,0,49
Z5,5,Sat,Rainy,0,99
Z2,7,Sat,Cloudy,1,210
Z4,3,Sat,Clear,0,45
Z1,17,Fri,Clear,1,145
Z2,10,Thu,Rainy,0,79
Z1,4,Sat,Clear,0,71
Z5,14,Thu,Clear,0,83
Z1,17,Tue,Cloudy,0,59
Z2,1,Sun,Cloudy,0,95
Z4,21,Sat,Clear,0,61
Z5,10,Tue,Clear,0,60
Z2,12,Sat,Clear,1,153
Z5,3,Mon,Cloudy,0,63
Z3,21,Wed,Clear,0,115
Z1,6,Tue,Clear,0,35
Z3,10,Sat,Clear,0,129
Z2,21,Wed,Clear,0,70
Z4,23,Tue,Rainy,0,47
Z5,3,Fri,Cloudy,0,82
Z1,14,Sat,Cloudy,0,63
Z5,0,Fri,Clear,0,45
Z2,22,Mon,Clear,0,103
Z5,2,Sat,Clear,0,79
Z1,13,Sun,Clear,0,21
Z2,5,Mon,Rainy,1,194
Z5,17,Wed,Clear,0,119
Z4,0,Tue,Clear,0,37
Z2,5,Thu,Clear,0,79
Z2,5,Mon,Cloudy,0,112
Z4,20,Thu,Clear,1,96
Z3,15,Thu,Clear,0,112
Z1,4,Tue,Clear,0,70
Z3,16,Wed,Rainy,1,248
Z5,9,Tue,Clear,0,85
Z4,20,Sat,Rainy,0,105
Z3,17,Mon,Cloudy,1,252
Z2,6,Thu,Clear,0,92
Z5,2,Tue,Cloudy,1,162
Z5,12,Tue,Clear,0,65
Z3,14,Tue,Rainy,1,248
Z3,19,Mon,Clear,0,142
Z4,18,Wed,Clear,1,179
Z1,2,Sun,Clear,0,91
Z3,3,Tue,Clear,0,130
Z3,4,Mon,Rainy,0,134
Z2,0,Thu,Clear,0,74
Z5,3,Sat,Cloudy,0,71
Z1,11,Sun,Clear,0,53
Z2,23,Fri,Rainy,0,104
Z4,9,Sun,Clear,0,59
Z4,22,Sun,Clear,0,46
Z3,20,Mon,Clear,1,219
Z3,19,Fri,Cloudy,0,158
Z4,23,Tue,Clear,0,46
Z3,12,Tue,Clear,0,118
Z1,22,Sun,Clear,0,55
Z3,13,Mon,Cloudy,0,118
Z5,22,Fri,Clear,0,63
Z3,4,Tue,Clear,0,79
Z2,3,Thu,Clear,0,84
Z1,13,Wed,Rainy,0,63
Z2,9,Wed,Rainy,0,140
Z2,16,Tue,Clear,0,76
Z5,9,Fri,Clear,0,88
Z1,6,Sat,Clear,0,63
Z1,15,Tue,Clear,0,43
Z1,0,Sat,Clear,0,82
Z1,16,Sat,Cloudy,0,71
Z1,20,Fri,Clear,0,44
Z5,8,Sat,Rainy,0,116
Z3,5,Thu,Clear,0,109
Z2,18,Fri,Cloudy,0,142
Z1,12,Tue,Clear,0,46
Z3,2,Sun,Clear,1,194
Z3,6,Thu,Clear,0,95
Z2,21,Mon,Clear,0,59
Z5,8,Wed,Clear,1,185
Z4,21,Tue,Cloudy,0,53
Z4,4,Tue,Rainy,0,3
Z3,9,Tue,Clear,0,139
Z2,22,Thu,Clear,0,72
Z4,16,Mon,Clear,0,16
Z3,11,Sun,Clear,0,124
Z5,22,Fri,Clear,0,80
Z4,15,Mon,Cloudy,0,46
Z3,2,Thu,Rainy,0,128
Z3,21,Tue,Rainy,0,132
Z1,8,Wed,Clear,0,67
Z5,14,Tue,Rainy,0,89
Z1,4,Fri,Cloudy,0,29
Z2,22,Sat,Clear,0,80
Z1,12,Wed,Clear,1,136
Z1,13,Tue,Cloudy,0,49
Z4,19,Sun,Clear,0,77
Z3,14,Wed,Clear,0,98
Z5,15,Sat,Clear,0,91
Z1,22,Mon,Clear,0,32
Z5,12,Thu,Clear,0,68
Z1,16,Tue,Rainy,0,56
Z2,22,Fri,Cloudy,0,63
Z1,7,Mon,Cloudy,1,164
Z4,20,Tue,Clear,0,29
Z3,1,Mon,Cloudy,0,130
Z2,4,Fri,Clear,1,163
Z1,5,Tue,Clear,0,35
Z5,11,Sat,Clear,0,85
Z2,17,Sat,Clear,0,124
Z2,21,Fri,Clear,0,80
Z1,21,Wed,Clear,0,44
Z2,0,Fri,Clear,0,61
Z5,16,Wed,Clear,0,49
Z2,10,Tue,Rainy,0,99
Z5,9,Wed,Clear,0,107
Z1,18,Tue,Cloudy,0,104
Z3,13,Tue,Clear,0,96
Z2,9,Sun,Clear,0,107
Z3,14,Thu,Rainy,1,205
Z5,18,Tue,Clear,0,91
Z2,3,Wed,Clear,0,43
Z4,1,Thu,Cloudy,0,52
Z3,8,Thu,Clear,0,133
Z2,9,Tue,Cloudy,0,117
Z3,10,Fri,Clear,0,105
Z2,13,Fri,Clear,0,70
Z1,6,Sat,Clear,0,50
Z3,22,Thu,Clear,0,110
Z4,14,Tue,Rainy,0,42
Z4,21,Sun,Cloudy,0,60
Z5,18,Fri,Clear,0,122
Z2,21,Sun,Clear,0,98
Z3,14,Tue,Cloudy,0,124
Z5,23,Tue,Clear,0,40
Z3,7,Thu,Clear,0,149
Z2,10,Sun,Clear,1,180
Z4,8,Sat,Clear,0,84
Z1,14,Thu,Cloudy,0,53
Z4,0,Mon,Rainy,0,53
Z5,0,Sun,Clear,0,90
Z1,18,Fri,Clear,0,101
Z5,2,Fri,Clear,0,65
Z2,9,Fri,Clear,0,85
Z1,7,Wed,Clear,0,57
Z5,14,Tue,Cloudy,0,81
Z2,9,Thu,Clear,1,166
Z4,0,Fri,Clear,0,33
Z2,17,Mon,Clear,0,105
Z3,1,Fri,Clear,0,94
Z2,18,Sat,Clear,0,142
Z2,12,Tue,Cloudy,0,91
Z3,21,Sun,Clear,0,110
Z5,0,Tue,Cloudy,0,77
Z5,1,Sun,Clear,0,85
Z2,15,Sun,Clear,0,103
Z3,14,Thu,Clear,0,113
Z3,12,Wed,Clear,0,131
Z4,15,Sun,Clear,0,48
Z5,16,Sun,Clear,0,76
Z1,20,Thu,Cloudy,0,35
Z5,6,Fri,Cloudy,0,56
Z5,23,Sat,Clear,0,65
Z4,16,Mon,Clear,0,33
Z1,6,Thu,Clear,0,36
Z4,12,Wed,Clear,0,35
Z1,4,Thu,Clear,1,102
Z2,16,Tue,Rainy,0,82
Z1,2,Fri,Clear,0,27
Z4,6,Fri,Clear,0,63
Z5,16,Sun,Clear,0,78
Z1,6,Fri,Clear,0,39
Z1,20,Fri,Cloudy,0,49
Z3,0,Fri,Clear,0,133
Z5,16,Fri,Clear,0,36
Z2,16,Mon,Cloudy,1,159
Z4,10,Wed,Clear,0,6
Z2,2,Sun,Cloudy,0,64
Z5,14,Fri,Clear,0,49
Z1,20,Sun,Clear,0,66
Z1,10,Wed,Cloudy,0,38
Z5,15,Sat,Clear,1,166
Z1,21,Fri,Clear,0,42
Z1,8,Sun,Clear,1,168
Z1,23,Thu,Clear,0,59
Z4,23,Sun,Cloudy,1,131
Z4,0,Fri,Rainy,0,61
Z3,21,Tue,Rainy,0,108
Z2,15,Mon,Cloudy,0,81
Z5,8,Thu,Clear,0,86
Z5,18,Thu,Clear,0,82
Z5,11,Tue,Clear,0,66
Z3,18,Fri,Clear,0,139
Z4,21,Mon,Clear,0,56
Z3,8,Thu,Rainy,1,208
Z5,6,Mon,Clear,1,144
Z2,13,Thu,Clear,0,71
Z1,18,Fri,Clear,0,76
Z4,18,Sat,Cloudy,0,92
Z4,1,Thu,Cloudy,0,41
Z3,8,Sat,Cloudy,0,186
Z4,12,Thu,Clear,0,5
Z5,14,Wed,Cloudy,0,58
Z5,2,Fri,Clear,0,44
Z3,10,Tue,Rainy,0,119
Z5,20,Sat,Clear,0,85
Z2,13,Tue,Clear,0,79
Z3,7,Fri,Clear,0,156
Z2,17,Sun,Cloudy,0,149
Z1,18,Tue,Clear,0,90
Z2,15,Fri,Rainy,0,74
Z1,1,Tue,Clear,0,62
Z1,7,Sat,Clear,0,87
Z2,21,Wed,Clear,0,85
Z3,5,Tue,Clear,0,89
Z5,11,Sat,Clear,0,76
Z5,14,Thu,Clear,0,74
Z1,7,Fri,Cloudy,0,80
Z1,3,Mon,Clear,0,29
Z3,14,Sun,Rainy,1,255
Z4,19,Mon,Clear,0,52
Z2,16,Fri,Cloudy,0,80
Z1,12,Wed,Clear,0,50
Z5,17,Tue,Clear,0,131
Z3,1,Wed,Clear,0,103
Z2,12,Mon,Clear,0,66
Z3,12,Sun,Rainy,0,148
Z2,21,Sat,Clear,0,94
Z2,14,Sun,Clear,0,99
Z1,19,Fri,Rainy,0,121
Z3,9,Fri,Clear,0,151
Z3,2,Wed,Cloudy,0,113
Z5,18,Sat,Clear,0,132
Z5,2,Wed,Cloudy,0,71
Z1,21,Tue,Clear,0,51
Z1,13,Thu,Clear,0,52
Z4,7,Sat,Clear,0,104
Z5,22,Thu,Rainy,0,80
Z2,3,Sun,Clear,0,82
Z3,19,Tue,Clear,0,157
Z1,10,Thu,Cloudy,0,68
Z3,10,Mon,Rainy,0,136
Z3,10,Sun,Cloudy,0,159
Z4,1,Thu,Rainy,0,65
Z5,16,Tue,Clear,0,57
Z1,8,Thu,Clear,0,78
Z3,1,Fri,Cloudy,0,113
Z1,23,Wed,Cloudy,0,54
Z2,14,Mon,Clear,0,54
Z4,15,Fri,Clear,0,29
Z2,3,Fri,Cloudy,0,95
Z1,7,Tue,Clear,0,82
Z1,8,Wed,Clear,0,79
Z5,4,Wed,Clear,0,64
Z3,15,Sat,Clear,0,132
Z3,12,Sun,Cloudy,0,121
Z2,6,Mon,Clear,0,67
Z4,19,Sun,Cloudy,0,103
Z3,16,Tue,Clear,0,93
Z5,2,Mon,Clear,0,34
Z2,4,Sat,Cloudy,0,117
Z2,18,Thu,Clear,0,111
Z5,11,Fri,Clear,0,63
Z4,6,Mon,Clear,0,38
Z5,8,Sun,Clear,1,175
Z4,5,Fri,Clear,0,24
Z5,16,Tue,Cloudy,0,93
Z5,15,Sun,Cloudy,0,83
Z1,22,Thu,Cloudy,0,46
Z2,2,Tue,Clear,0,60
Z5,20,Thu,Clear,0,49
Z5,3,Thu,Clear,0,77
Z3,9,Fri,Clear,0,103
Z2,4,Tue,Clear,0,63
Z3,20,Tue,Clear,0,113
Z2,21,Mon,Rainy,0,120
Z3,9,Sun,Clear,1,223
Z5,11,Tue,Clear,0,40
Z5,9,Mon,Cloudy,1,167
Z1,12,Wed,Clear,0,51
Z3,10,Wed,Cloudy,0,122
Z4,21,Wed,Cloudy,0,18
Z1,15,Sat,Rainy,0,86
Z3,7,Tue,Clear,0,163
Z3,7,Sat,Cloudy,0,174
Z1,7,Sun,Clear,0,92
Z5,12,Tue,Cloudy,0,73
Z3,1,Mon,Clear,0,116
Z5,11,Sat,Clear,0,61
Z1,9,Sat,Clear,0,87
Z5,11,Sun,Clear,0,77
Z2,10,Sat,Cloudy,1,173
Z4,14,Thu,Cloudy,0,50
Z3,15,Mon,Cloudy,1,190
Z4,16,Wed,Clear,0,25
Z5,1,Mon,Cloudy,0,51
Z3,17,Thu,Clear,0,156
Z5,11,Sun,Rainy,0,119
Z2,18,Sun,Rainy,0,150
Z1,22,Tue,Clear,0,52
Z3,17,Mon,Cloudy,1,238
Z2,16,Sun,Clear,0,52
Z2,5,Sat,Clear,0,89
Z3,14,Sun,Clear,0,127
Z5,2,Sun,Clear,0,82
Z2,5,Sun,Cloudy,0,104
Z4,2,Sun,Clear,1,120
Z2,0,Wed,Clear,1,172
Z5,12,Wed,Clear,1,139
Z5,20,Tue,Cloudy,1,147
Z4,13,Sun,Rainy,0,86
Z2,12,Mon,Cloudy,0,80
Z5,3,Thu,Cloudy,0,108
Z3,6,Tue,Clear,1,187
Z1,21,Mon,Clear,0,45
Z1,9,Sun,Clear,0,79
Z1,6,Fri,Clear,0,53
Z2,20,Sun,Cloudy,0,105
Z4,14,Wed,Clear,0,25
Z5,14,Thu,Cloudy,0,57
Z3,3,Sat,Clear,0,110
Z3,22,Thu,Clear,0,116
Z2,22,Sat,Clear,0,69
Z1,5,Thu,Cloudy,0,70
Z2,23,Wed,Cloudy,0,61
Z4,19,Sat,Rainy,0,112
Z4,4,Mon,Clear,0,17
Z5,19,Sat,Rainy,0,145
Z5,11,Tue,Clear,0,60
Z4,0,Mon,Clear,0,37
Z4,7,Tue,Rainy,0,62
